EPA ID,Site ID,Name,Address,City,County,FIPS,State,ZIP code,Latitude,Longitude,NPL status,NPL status date,HRS score
NJD014623854,0200278,"MARTIN AARON, INC.",1542 SOUTH BROADWAY,CAMDEN,CAMDEN,34007,NJ,08104,39.9261,-75.1191,Final,07/22/99,50
NJD014743678,0200280,LIGHTMAN DRUM COMPANY,ROUTE 73,WINSLOW TOWNSHIP,CAMDEN,34007,NJ,08009,39.7297,-74.9059,Final,10/22/99,42.03
NJD030253355,0200290,A. O. POLYMER,F4 STATION ROAD,SPARTA TOWNSHIP,SUSSEX,34037,NJ,07871,41.048,-74.63,Final,09/08/83,28.91
NJD041743220,0200299,SWOPE OIL & CHEMICAL CO.,8281 NATIONAL HWY,PENNSAUKEN TOWNSHIP,CAMDEN,34007,NJ,08110,39.9886,-75.0347,Final,09/08/83,35.68
NJD041828906,0200303,FRIED INDUSTRIES,11 FRESH POND ROAD,EAST BRUNSWICK TOWNSHIP,MIDDLESEX,34023,NJ,08816,40.4424,-74.4412,Final,06/10/86,33.61
NJD043584101,0200307,"MATLACK, INC.",ROUTE 322 EAST,WOOLWICH TOWNSHIP,GLOUCESTER,34015,NJ,08085,39.765,-75.3022,Final,05/24/13,45.54
NJD045653854,0200316,WITCO CHEMICAL CORP. (OAKLAND PLANT),100 BAUER DR,OAKLAND,BERGEN,34003,NJ,07436,41.0037,-74.2437,Deleted from NPL,09/29/95,30.63
NJD046644407,0200321,DENZER & SCHAFER X-RAY CO.,HICKORY LANE,BAYVILLE,OCEAN,34029,NJ,08721,39.9091,-74.1708,Deleted from NPL,12/29/98,40.36
NJD047321443,0200327,"CHEMICAL LEAMAN TANK LINES, INC.",CEDAR SWAMP & COOPER RDS,BRIDGEPORT,GLOUCESTER,34015,NJ,08014,39.7983,-75.3327,Final,09/21/84,47.53
NJD047684451,0200332,"RADIATION TECHNOLOGY, INC.",108 LAKE DENMARK ROAD,ROCKAWAY TOWNSHIP,MORRIS,34027,NJ,07866,40.9708,-74.5055,Final,09/21/84,42.56
NJD048044325,0200333,LANDFILL & DEVELOPMENT CO., 2023 RTE 38,MOUNT HOLLY,BURLINGTON,34005,NJ,08060,39.9805,-74.7708,Final,09/21/84,33.62
NJD048798953,0200340,CALDWELL TRUCKING CO.,222 PASSAIC AVENUE,FAIRFIELD,ESSEX,34013,NJ,07004,40.8763,-74.2713,Final,09/08/83,58.3
NJD049860836,0200346,KIN-BUC LANDFILL,MEADOW ROAD,EDISON TOWNSHIP,MIDDLESEX,34023,NJ,08817,40.4891,-74.3785,Final,09/08/83,50.64
NJD053102232,0200359,HIGGINS DISPOSAL,121 LAUREL AVE,KINGSTON,SOMERSET,34035,NJ,08526,40.3875,-74.6152,Final,08/30/90,30.87
NJD053280160,0200362,GARDEN STATE CLEANERS CO.,"SUMMER ROAD, P.O. BOX 183",MINOTOLA,ATLANTIC,34001,NJ,08341,39.519,-74.9494,Final,03/31/89,28.9
NJD053292652,0200364,BRIDGEPORT RENTAL & OIL SERVICES,CEDAR SWAMP RD,BRIDGEPORT,GLOUCESTER,34015,NJ,08014,39.8016,-75.3216,Final,09/08/83,60.73
NJD054981337,0200375,"WALDICK AEROSPACE DEVICES, INC.",2121 ROUTE 35,WALL TOWNSHIP,MONMOUTH,34025,NJ,07719,40.143,-74.0613,Final,06/10/86,44.86
NJD057143984,0203733,"CURTIS SPECIALTY PAPERS, INC",404 FRENCHTOWN ROAD,MILFORD,HUNTERDON,34019,NJ,08848,40.5601,-75.08,Final,09/23/09,50
NJD061843249,0200390,NL INDUSTRIES,PENNS GROVE-PEDRICKTOWN ROAD,PEDRICKTOWN (OLDMANS TOWN,SALEM,34033,NJ,08067,39.758,-75.4247,Final,09/08/83,52.96
NJD063157150,0200397,BOG CREEK FARM,SQUANRUM RD. (MONMOUTH CO. RT. 547),HOWELL TOWNSHIP,MONMOUTH,34025,NJ,07727,40.1508,-74.1611,Final,09/08/83,43.23
NJD063160667,0200398,GLOBAL SANITARY LANDFILL,ERNSTON ROAD,OLD BRIDGE TOWNSHIP,MIDDLESEX,34023,NJ,08857,40.4463,-74.2861,Final,03/31/89,45.92
NJD064263817,0200401,SYNCON RESINS,77 JACOBUS AVE,SOUTH KEARNY,HUDSON,34017,NJ,07032,40.7377,-74.1147,Final,09/08/83,43.43
NJD070281175,0200427,PRICE LANDFILL,MILL ROAD,PLEASANTVILLE,ATLANTIC,34001,NJ,08232,39.4152,-74.5269,Final,09/08/83,0
NJD070415005,0200429,"RENORA, INC.",83 SOUTH MAIN ST,EDISON TOWNSHIP,MIDDLESEX,34023,NJ,08837,40.5196,-74.3588,Deleted from NPL,03/20/00,40.44
NJD070565403,0200431,SCIENTIFIC CHEMICAL PROCESSING,216 PATERSON PLANK RD,CARLSTADT,BERGEN,34003,NJ,07072,40.8245,-74.0743,Final,09/08/83,55.97
NJD073732257,0200439,ROEBLING STEEL CO.,2ND STREET,FLORENCE,BURLINGTON,34005,NJ,08554,40.1208,-74.7708,Final,09/08/83,41.02
NJD078251675,0200450,BROOK INDUSTRIAL PARK,100 WEST MAIN STREET,BOUND BROOK,SOMERSET,34035,NJ,08805,40.5601,-74.5361,Final,10/04/89,58.12
NJD079303020,0200455,LCP CHEMICALS INC.,FOOT OF SOUTH WOOD AVENUE,LINDEN,UNION,34039,NJ,07036,40.6075,-74.2102,Final,07/28/98,50
NJD085632164,0200474,M&T DELISA LANDFILL,RTS 35 & 66,ASBURY PARK,MONMOUTH,34025,NJ,07755,40.2291,-74.0452,Deleted from NPL,03/21/91,32.27
NJD092226000,0200484,DIAMOND HEAD OIL REFINERY DIV.,1401 HARRISON TURNPIKE,KEARNY,HUDSON,34017,NJ,07032,40.7472,-74.1321,Final,09/05/02,30
NJD094966611,0200489,COMBE FILL SOUTH LANDFILL,PARKER ROAD- BOX 418,CHESTER TOWNSHIP,MORRIS,34027,NJ,07930,40.7716,-74.7383,Final,09/08/83,45.22
NJD097400998,0200499,JIS LANDFILL,901-999 CRANBURY SOUTH RIVER ROAD RTE 53,SOUTH BRUNSWICK,MIDDLESEX,34023,NJ,08831,40.3658,-74.4652,Final,09/08/83,45.14
NJD980417976,0200516,SHERWIN-WILLIAMS/HILLIARDS CREEK,FOSTER AVENUE AND GIBBSBORO ROAD,Gibbsboro,CAMDEN,34007,NJ,08026,39.8355,-74.9649,Final,03/19/08,50
NJD980484653,0200517,CHEMICAL INSECTICIDE CORP.,30 WHITMAN AV,EDISON TOWNSHIP,MIDDLESEX,34023,NJ,08817,40.5274,-74.368,Final,08/30/90,37.93
NJD980504997,0200528,BURNT FLY BOG,TYLERS LANE,MARLBORO TOWNSHIP,MONMOUTH,34025,NJ,07746,40.375,-74.2791,Final,09/08/83,59.16
NJD980505176,0200540,BRICK TOWNSHIP LANDFILL,SALLY IKE ROAD,BRICK TOWNSHIP,OCEAN,34029,NJ,08723,40.1098,-74.1311,Final,09/08/83,58.13
NJD980505192,0200542,ROLLING KNOLLS LF,35 BRITTIN RD,GREEN VILLAGE,MORRIS,34027,NJ,07935,40.7295,-74.4478,Final,09/29/03,58.31
NJD980505283,0200549,JACKSON TOWNSHIP LANDFILL,LAKEHURST AVENUE,JACKSON TOWNSHIP,OCEAN,34029,NJ,08527,40.0633,-74.3486,Deleted from NPL,09/13/95,38.11
NJD980505341,0200551,KING OF PRUSSIA,PINEY HOLLOW ROAD,WINSLOW TOWNSHIP,CAMDEN,34007,NJ,08095,39.6269,-74.8894,Final,09/08/83,47.19
NJD980505366,0200552,HELEN KRAMER LANDFILL,JESSUP MILL ROAD,MANTUA TOWNSHIP,GLOUCESTER,34015,NJ,08051,39.7801,-75.2003,Final,09/08/83,72.66
NJD980505382,0200554,LANG PROPERTY,WHITESBOG-PASADENA ROAD,PEMBERTON TOWNSHIP,BURLINGTON,34005,NJ,08015,39.9291,-74.4944,Final,09/08/83,48.89
NJD980505416,0200557,LIPARI LANDFILL,RT 322,PITMAN,GLOUCESTER,34015,NJ,08071,39.7202,-75.1419,Final,09/08/83,75.6
NJD980505424,0200558,LONE PINE LANDFILL,BURKE ROAD,FREEHOLD TOWNSHIP,MONMOUTH,34025,NJ,07728,40.2027,-74.3333,Final,09/08/83,66.33
NJD980505648,0200569,PJP LANDFILL,400 SIP AVE,JERSEY CITY,HUDSON,34017,NJ,07306,40.7347,-74.0855,Final,09/08/83,28.73
NJD980505671,0200570,MONROE TOWNSHIP LANDFILL,MATCHAPONIX AVE. BLOCK 148 LOT B7,MONROE TOWNSHIP,MIDDLESEX,34023,NJ,08520,40.3616,-74.4013,Deleted from NPL,02/03/94,42.37
NJD980505754,0200572,SAYREVILLE LANDFILL,JERNEES MILL RD,SAYREVILLE,MIDDLESEX,34023,NJ,08872,40.4455,-74.3583,Deleted from NPL,09/29/11,0
NJD980505762,0200573,SHARKEY LANDFILL,EDWARDS & SHARKEY ROAD,"PARSIPPANY, TROY HLS",MORRIS,34027,NJ,07054,40.8501,-74.3454,Final,09/08/83,48.85
NJD980505879,0200581,WOODLAND ROUTE 72 DUMP,"RTE 72, ON SOOEY ROAD",WOODLAND TOWNSHIP,BURLINGTON,34005,NJ,08019,39.8216,-74.4477,Final,09/21/84,31.17
NJD980505887,0200582,WOODLAND ROUTE 532 DUMP,ROUTE 532,WOODLAND TOWNSHIP,BURLINGTON,34005,NJ,08019,39.8291,-74.4922,Final,09/21/84,34.98
NJD980528889,0200607,"CHEMSOL, INC.",FLEMING ST,PISCATAWAY,MIDDLESEX,34023,NJ,08854,40.5625,-74.4433,Final,09/08/83,42.69
NJD980528996,0200613,DIAMOND ALKALI CO.,80 LISTER AVE,NEWARK,ESSEX,34013,NJ,07105,40.7397,-74.1361,Final,09/21/84,35.4
NJD980529002,0200614,DELILAH ROAD,DELILAH & MILL ROADS,EGG HARBOR TOWNSHIP,ATLANTIC,34001,NJ,08221,39.4166,-74.5458,Deleted from NPL,10/13/09,0
NJD980529085,0200620,ELLIS PROPERTY,SHARP ROAD,EVESHAM TOWNSHIP,BURLINGTON,34005,NJ,08053,39.905,-74.8647,Final,09/08/83,34.62
NJD980529143,0200625,"FLORENCE LAND RECONTOURING, INC., LANDFILL",CEDAR LANE EXT,FLORENCE TOWNSHIP,BURLINGTON,34005,NJ,08518,40.0694,-74.7736,Deleted from NPL,05/13/04,47.39
NJD980529192,0200627,GEMS LANDFILL,ERIAL & HICKSTOWN ROADS,GLOUCESTER TOWNSHIP,CAMDEN,34007,NJ,08012,39.7794,-75.0188,Final,09/08/83,68.53
NJD980529408,0200638,"MONITOR DEVICES, INC./INTERCIRCUITS, INC.",AIRPORT ROAD,WALL TOWNSHIP,MONMOUTH,34025,NJ,07727,40.1852,-74.1197,Final,06/10/86,41.93
NJD980529416,0200639,D'IMPERIO PROPERTY,RTE 322,HAMILTON TOWNSHIP,ATLANTIC,34001,NJ,08330,39.4544,-74.6588,Final,09/08/83,55.79
NJD980529598,0200653,PEPE FIELD,WOOTTON & HILLSIDE,BOONTON,MORRIS,34027,NJ,07005,40.9122,-74.4119,Deleted from NPL,07/11/03,33.83
NJD980529713,0200662,REICH FARMS,LAKEWOOD RD,PLEASANT PLAINS,OCEAN,34029,NJ,08753,40.0106,-74.2149,Final,09/08/83,53.48
NJD980529739,0200663,RINGWOOD MINES/LANDFILL,PETERS MINE ROAD,RINGWOOD BOROUGH,PASSAIC,34031,NJ,07456,41.1366,-74.2725,Final,09/08/83,52.58
NJD980529762,0200665,MAYWOOD CHEMICAL CO.,RTE 17 & GROVE ST,MAYWOOD/ROCHELLE PARK,BERGEN,34003,NJ,07607,40.8964,-74.0693,Final,09/08/83,51.19
NJD980529838,0200670,KRYSOWATY FARM,HACKENBERRY & 3 BRIDGES,HILLSBOROUGH TOWNSHIP,SOMERSET,34035,NJ,08853,40.5002,-74.78,Deleted from NPL,02/22/89,55.14
NJD980529879,0200674,VENTRON/VELSICOL,ETHYL BOULEVARD,WOOD RIDGE BOROUGH,BERGEN,34003,NJ,07075,40.84,-74.0794,Final,09/21/84,51.38
NJD980529887,0200675,VINELAND STATE SCHOOL,EAST LANDIS AVE,VINELAND,CUMBERLAND,34011,NJ,08360,39.4861,-74.9916,Deleted from NPL,05/07/98,40.84
NJD980529945,0200678,WILLIAMS PROPERTY,"RR 1, SIEGTOWN ROAD",SWAINTON MIDDLE,CAPE MAY,34009,NJ,08210,39.1173,-74.8004,Final,09/08/83,40.45
NJD980530109,0200681,GOOSE FARM,RT. 539 BETWEEN RTS 537 & 528,PLUMSTEAD TOWNSHIP,OCEAN,34029,NJ,08533,40.0955,-74.4975,Final,09/08/83,47.71
NJD980530596,0200719,COMBE FILL NORTH LANDFILL,GOLDMINE ROAD,MOUNT OLIVE TOWNSHIP,MORRIS,34027,NJ,07828,40.8819,-74.7133,Deleted from NPL,06/02/04,47.79
NJD980530679,0200724,SOUTH BRUNSWICK LANDFILL,NEW ROAD,SOUTH BRUNSWICK,MIDDLESEX,34023,NJ,08852,40.4027,-74.568,Deleted from NPL,02/27/98,53.42
NJD980532808,0200738,PIJAK FARM,FISCHER ROAD,PLUMSTEAD TOWNSHIP,OCEAN,34029,NJ,08533,40.0755,-74.4994,Deleted from NPL,03/03/97,43.48
NJD980532816,0200739,SPENCE FARM,ROUTE 528 & MOOREHOUSE ROAD,PLUMSTEAD TOWNSHIP,OCEAN,34029,NJ,08533,40.0789,-74.5061,Deleted from NPL,03/03/97,45.87
NJD980532824,0200740,WILSON FARM,HAWKINS ROAD,PLUMSTEAD TOWNSHIP,OCEAN,34029,NJ,08533,40.0722,-74.4452,Deleted from NPL,09/08/09,0
NJD980532832,0200741,FRIEDMAN PROPERTY,INTERSECTION OF RTS 537 & 539,UPPER FREEHOLD TWP,MONMOUTH,34025,NJ,08514,40.1048,-74.5077,Deleted from NPL,03/07/86,33.88
NJD980532840,0200742,HOPKINS FARM,ROUTE 539,PLUMSTEAD TOWNSHIP,OCEAN,34029,NJ,08533,40.0888,-74.4875,Deleted from NPL,08/27/02,34.09
NJD980654099,0200764,"IMPERIAL OIL CO., INC./CHAMPION CHEMICALS",ORCHARD RD,MORGANVILLE,MONMOUTH,34025,NJ,07751,40.3838,-74.2458,Final,09/08/83,33.87
NJD980654107,0200765,FAIR LAWN WELL FIELD,IND PARK/HENDERSON BLVD 11 ST,FAIR LAWN,BERGEN,34003,NJ,07410,40.9375,-74.1319,Final,09/08/83,42.49
NJD980654115,0200766,ROCKAWAY BOROUGH WELL FIELD,"JACKSON,UNION & GARDEN STS",ROCKAWAY TOWNSHIP,MORRIS,34027,NJ,07866,40.9058,-74.5155,Final,09/08/83,42.34
NJD980654123,0200767,BEACHWOOD/BERKELEY WELLS,ATLANTIC CITY BLVD,BERKELEY TOWNSHIP,OCEAN,34029,NJ,08722,39.9247,-74.1966,Deleted from NPL,01/06/92,42.24
NJD980654131,0200768,DOVER MUNICIPAL WELL 4,272 ROUTE46,DOVER,MORRIS,34027,NJ,07801,40.8858,-74.5423,Final,09/08/83,28.9
NJD980654149,0200769,ASBESTOS DUMP,TIFA SQUARE,MILLINGTON,MORRIS,34027,NJ,07946,40.6725,-74.5255,Deleted from NPL,07/12/10,0
NJD980654156,0200770,ROCKY HILL MUNICIPAL WELL,WASHINGTON STREET,ROCKY HILL BOROUGH,SOMERSET,34035,NJ,08553,40.4016,-74.6475,Final,09/08/83,37.93
NJD980654164,0200771,MONTGOMERY TOWNSHIP HOUSING DEVELOPMENT,"ROBIN DRIVE, ROUTE 206, SYCAMORE LANE",MONTGOMERY TOWNSHIP,SOMERSET,34035,NJ,08558,40.4083,-74.6441,Final,09/08/83,37.93
NJD980654172,0200772,U.S. RADIUM CORP.,ALDEN & HIGH STS AND OTHER ADDRESSES,ORANGE,ESSEX,34013,NJ,07050,40.7813,-74.2286,Final,09/08/83,37.79
NJD980654180,0200773,MANNHEIM AVENUE DUMP,MANNHEIM AVENUE,GALLOWAY TOWNSHIP,ATLANTIC,34001,NJ,08213,39.5388,-74.5333,Deleted from NPL,08/27/07,0
NJD980654198,0200774,MYERS PROPERTY,LOWER KINGTOWN ROAD,FRANKLIN TOWNSHIP,HUNTERDON,34019,NJ,08822,40.595,-74.9404,Final,09/08/83,33.83
NJD980654214,0200775,ROCKAWAY TOWNSHIP WELLS,GREEN POND ROAD,ROCKAWAY TOWNSHIP,MORRIS,34027,NJ,07866,40.9133,-74.4991,Final,09/08/83,28.9
NJD980654222,0200776,EVOR PHILLIPS LEASING,OLD WATER WORKS ROAD,OLD BRIDGE TOWNSHIP,MIDDLESEX,34023,NJ,08857,40.4375,-74.325,Final,09/08/83,36.64
NJD980663678,0200781,HORSESHOE ROAD,NOT AVAILABLE,SAYREVILLE,MIDDLESEX,34023,NJ,08872,40.4847,-74.3194,Final,09/29/95,51.37
NJD980755623,0203357,WHITE CHEMICAL CORP.,660 FRELINGHUYSEN AVE,NEWARK,ESSEX,34013,NJ,07114,40.6984,-74.1982,Final,09/25/91,0
NJD980761357,0200790,TABERNACLE DRUM DUMP,"RD3, CARRANZA ROAD",TABERNACLE TOWNSHIP,BURLINGTON,34005,NJ,08088,39.82,-74.7008,Deleted from NPL,05/08/08,0
NJD980761365,0200791,EWAN PROPERTY,WALLINGFORD WAY,SHAMONG TOWNSHIP,BURLINGTON,34005,NJ,08088,39.8027,-74.7194,Final,09/21/84,50.19
NJD980761373,0200792,DE REWAL CHEMICAL CO.,DELAWARE RIVER DR,KINGWOOD TOWNSHIP,HUNTERDON,34019,NJ,08825,40.5162,-75.0614,Final,09/21/84,35.72
NJD980761381,0200793,COOPER ROAD,COOPER ROAD,VOORHEES TOWNSHIP,CAMDEN,34007,NJ,08043,39.8478,-74.9455,Deleted from NPL,02/22/89,36.79
NJD980761399,0200794,UPPER DEERFIELD TOWNSHIP SANITARY LANDFILL,HUSTED STATION RD,UPPER DEERFIELD TOWNSHIP,CUMBERLAND,34011,NJ,08302,39.4941,-75.1847,Deleted from NPL,06/09/00,33.62
NJD980766828,0200803,SOUTH JERSEY CLOTHING CO.,1 CENTRAL AVE,MINOTOLA,ATLANTIC,34001,NJ,08341,39.5206,-74.9491,Final,10/04/89,42.24
NJD980769301,0200825,LODI MUNICIPAL WELL,VARIOUS LOC IN BORO,LODI,BERGEN,34003,NJ,07644,40.8729,-74.0936,Deleted from NPL,12/29/98,33.39
NJD980769350,0200830,POMONA OAKS RESIDENTIAL WELLS,ROUTES 575 & 30,GALLOWAY TOWNSHIP,ATLANTIC,34001,NJ,08240,39.4777,-74.5694,Deleted from NPL,05/07/98,31.94
NJD980772727,0200986,EMMELL'S SEPTIC LANDFILL,128 ZURICH AVE,GALLOWAY TOWNSHIP,ATLANTIC,34001,NJ,08215,39.5006,-74.5436,Final,07/22/99,50
NJD980785638,0200995,CINNAMINSON TOWNSHIP (BLOCK 702) GROUND WATER CONTAMINATION,1017 UNION LANDING ROAD 1017 UNION LANDI,CINNAMINSON TOWNSHIP,BURLINGTON,34005,NJ,08077,40.0175,-74.9862,Final,06/10/86,37.93
NJD980785646,0200996,GLEN RIDGE RADIUM SITE,CARTERET ST,GLEN RIDGE,ESSEX,34013,NJ,07028,40.7881,-74.2125,Deleted from NPL,09/02/09,0
NJD980785653,0200997,MONTCLAIR/WEST ORANGE RADIUM SITE,N/A,MONTCLAIR/WEST ORANGE,ESSEX,34013,NJ,07044,40.7929,-74.2257,Deleted from NPL,09/02/09,0
NJD981084767,0204096,PUCHACK WELL FIELD,WEST OF US 130; SOUTH OF STATE HWY 90,PENNSAUKEN TOWNSHIP,CAMDEN,34007,NJ,08110,39.9766,-75.0519,Final,03/06/98,50
NJD981178411,0201073,INDUSTRIAL LATEX CORP.,350 MT. PLEASANT AVENUE,WALLINGTON BOROUGH,BERGEN,34003,NJ,07057,40.8536,-74.0991,Deleted from NPL,04/21/03,32.38
NJD981179047,0201075,POHATCONG VALLEY GROUND WATER CONTAMINATION,ROUTE 643 TO ROUTE 31,WARREN COUNTY,WARREN,34041,NJ,07882,40.75,-75,Final,03/31/89,28.9
NJD981490261,0201094,HIGGINS FARM,ROUTE 518,FRANKLIN TOWNSHIP,SOMERSET,34035,NJ,08540,40.4063,-74.6027,Final,03/31/89,30.47
NJD981557879,0201112,CORNELL DUBILIER ELECTRONICS INC.,333 HAMILTON BLVD,SOUTH PLAINFIELD,MIDDLESEX,34023,NJ,07080,40.5763,-74.4141,Final,07/28/98,50.27
NJD981558430,0201116,ATLANTIC RESOURCES,120 HORSESHOE ROAD,SAYREVILLE,MIDDLESEX,34023,NJ,08872,40.4861,-74.3194,Final,09/05/02,50
NJD986570992,0204087,FRANKLIN BURN,SIX LOCATIONS NEAR MARSHALL MILL ROAD,FRANKLIN TOWNSHIP,GLOUCESTER,34015,NJ,08322,39.5944,-75.025,Final,06/17/96,40.67
NJD986620995,0203580,WELSBACH & GENERAL GAS MANTLE (CAMDEN RADIATION),6 AREAS IN CAMDEN AND GLOUCESTER CITY,CAMDEN AND GLOUCESTER CIT,CAMDEN,34007,NJ,08030,39.9197,-75.1219,Final,06/17/96,41.46
NJD986643153,0203757,ZSCHIEGNER REFINING,1442 MAXIM-SOUTHARD ROAD,HOWELL TOWNSHIP,MONMOUTH,34025,NJ,07731,40.1458,-74.2,Final,03/06/98,50
NJN000200874,0200874,FORMER KIL-TONE COMPANY,527 East Chestnut Avenue,VINELAND,CUMBERLAND,34011,NJ,08360,39.2842,-75.0132,Proposed for NPL,09/30/15,0
NJN000204492,0204492,CROWN VANTAGE LANDFILL,ADJ. TO DELAWARE RIVER 1/2 MI. SOUTH OF,ALEXANDRIA TOWNSHIP,HUNTERDON,34019,NJ,08848,40.552,-75.0789,Deleted from NPL,08/28/15,50
NJN000206276,0206276,RARITAN BAY SLAG,BAYVIEW DRIVE AND LAURENCE PARKWAY,OLD BRIDGE TWP/SAYREVILLE,MIDDLESEX,34023,NJ,08879,40.4645,-74.258,Final,11/04/09,50
NJN000206317,0206317,GARFIELD GROUND WATER CONTAMINATION,WILLARD STREET AND PIERRE AVENUE,GARFIELD,BERGEN,34003,NJ,07026,40.8718,-74.1064,Final,09/16/11,0
NJN000206345,0206345,MANSFIELD TRAIL DUMP,INTERSECTION OF BROOKWOOD AND ROSS ROADS,BYRAM,SUSSEX,34037,NJ,07874,40.9288,-74.6994,Final,03/10/11,50
NJSFN0204232,0204232,RIVERSIDE INDUSTRIAL PARK,29 RIVERSIDE AVENUE,NEWARK,ESSEX,34013,NJ,07104,40.7678,-74.1585,Final,05/24/13,50
NJSFN0204241,0204241,WHITE SWAN LAUNDRY AND CLEANER INC.,1322 SEA GIRT AVE,WALL TWP,MONMOUTH,34025,NJ,07719,40.1354,-74.0631,Final,09/23/04,41.63
NJSFN0204260,0204260,WOODBROOK ROAD DUMP,FOOT OF WOODBROOK ROAD (SOUTH END),SOUTH PLAINFIELD,MIDDLESEX,34023,NJ,08820,40.5615,-74.4029,Final,04/30/03,50
NM0000605386,0605386,MCGAFFEY AND MAIN GROUNDWATER PLUME,INTERSECTION OF SOUTH MAIN MCGAFFEY,ROSWELL,CHAVES,35005,NM,88201,33.3797,-104.5187,Final,09/05/02,50
NM0002271286,0605116,GRIGGS & WALNUT GROUND WATER PLUME,153 NORTH COTTONWOOD ST.,LAS CRUCES,DONA ANA,35013,NM,88004,32.3155,-106.76,Final,06/14/01,50
NM0007271768,0605144,GRANTS CHLORINATED SOLVENTS,JEFFERSON AND NORTH FIRST STREETS,GRANTS,CIBOLA,35006,NM,,35.1557,-107.8438,Final,07/22/04,50
NMD001829506,0600805,EAGLE PICHER CAREFREE BATTERY,EXIT 152 I-25,SOCORRO,SOCORRO,35053,NM,87801,34.0997,-106.9063,Final,09/19/07,50
NMD002899094,0600806,CHEVRON QUESTA MINE,NM HIGHWAY 38 RED RIVER CANYON,QUESTA,TAOS,35055,NM,87556,36.6983,-105.505,Final,09/16/11,50
NMD007860935,0600816,HOMESTAKE MINING CO.,HWY 53,MILAN,CIBOLA,35006,NM,87020,35.2433,-107.8633,Final,09/08/83,34.21
NMD030443303,0600819,UNITED NUCLEAR CORP.,HWY 566 21 MI NE OF GALLUP,CHURCH ROCK,MCKINLEY,35031,NM,87311,35.6433,-108.5,Final,09/08/83,30.36
NMD043158591,0600827,AT & SF (CLOVIS),SEC 18 & 19 T2N R36E,CLOVIS,CURRY,35009,NM,88101,34.3783,-103.2117,Deleted from NPL,03/17/03,33.62
NMD097960272,0604050,CAL WEST METALS (USSBA),I-25 & US60 & 85 W FRONTAGE,LEMITAR,SOCORRO,35053,NM,87823,34.1633,-106.9201,Deleted from NPL,12/20/96,59.37
NMD980622773,0600877,PREWITT ABANDONED REFINERY,US HWY 66,PREWITT,MCKINLEY,35031,NM,87045,35.3596,-108.0348,Final,08/30/90,44.24
NMD980622864,0600879,AT&SF (ALBUQUERQUE),"3300 2ND STREET , SW",ALBUQUERQUE,BERNALILLO,35001,NM,87102,35.0333,-106.6552,Final,12/16/94,50
NMD980745558,0600881,SOUTH VALLEY,BROADWAY & WOODWARD,ALBUQUERQUE,BERNALILLO,35001,NM,87105,35.0441,-106.6411,Final,09/08/83,0
NMD980749378,0600897,CIMARRON MINING CORP.,EAST OF HWY 380,CARRIZOZO,LINCOLN,35027,NM,88301,33.6434,-105.8647,Final,10/04/89,38.93
NMD980749980,0600907,PAGANO SALVAGE,UNKNOWN,LOS LUNAS,VALENCIA,35061,NM,87031,34.7896,-106.7205,Deleted from NPL,10/14/92,35.57
NMD980750020,0600911,LEE ACRES LANDFILL (USDOI),NEAR FARMINGTON,FARMINGTON,SAN JUAN,35045,NM,87413,36.7111,-108.0921,Final,08/30/90,39.37
NMD981155930,0600952,CLEVELAND MILL,"FOREST ROUTE 804, 1.5 MI",SILVER CITY,GRANT,35017,NM,88062,32.8626,-108.2558,Deleted from NPL,07/23/01,0
NMD986668911,0604068,FRUIT AVENUE PLUME,NEAR INTERSECTION OF EDITH AND GRAND AVE,ALBUQUERQUE,BERNALILLO,35001,NM,87102,35.0864,-106.6406,Final,10/22/99,50
NMD986670156,0604299,NORTH RAILROAD AVENUE PLUME,162 NORTH RAILROAD AVENUE,ESPANOLA,RIO ARRIBA,35039,NM,87532,35.9914,-106.0813,Final,01/19/99,50
NMN000607033,0607033,JACKPILE-PAGUATE URANIUM MINE,"SR279 NEAR PAGUATE, LAGUNA PUEBLO",LAGUNA PUEBLO,CIBOLA,35006,NM,87040,35.1336,-107.3305,Final,12/12/13,50
NVD980813646,0903020,CARSON RIVER MERCURY SITE,DEER RUN RD TO DAYTON IN RIV,DAYTON,LYON,32019,NV,89401,39.2319,-119.5892,Final,08/30/90,39.07
NY0000110247,0203853,FULTON AVENUE,150 FULTON AVENUE,NORTH HEMPSTEAD,NASSAU,36059,NY,11040,40.7373,-73.6578,Final,03/06/98,33.08
NY0001095363,0203974,NEW CASSEL/HICKSVILLE GROUND WATER CONTAMINATION,SOUTHERN END OF IRIS PLACE,NEW CASSEL/HICKSVILLE,NASSAU,36059,NY,11590,40.7573,-73.5629,Final,09/16/11,50
NY0001233634,0204016,LITTLE VALLEY,"INTERSECT OF RTES 242, 353, AND BAKER RD",LITTLE VALLEY,CATTARAUGUS,36009,NY,14755,42.2366,-78.7669,Final,06/17/96,0
NY0001392463,0204251,"HUDSON TECHNOLOGIES, INC.",25 TORNE VALLEY RD.,HILLBURN,ROCKLAND,36087,NY,10931,41.1301,-74.1648,Proposed for NPL,05/11/00,50
NY0002318889,0204148,SMITHTOWN GROUND WATER CONTAMINATION,"ST. JAMES, NISSEQUOGUE & HEAD OF HARBOR",SMITHTOWN,SUFFOLK,36103,NY,11780,40.8878,-73.1747,Final,01/19/99,50
